id,urls,price,title,details,genre
43,https://store.steampowered.com/app/646910/The_Crew_2/?snr=1_7_7_topsellers_150_2,$17.99 ,The Crew 2,"['Single-player', 'Online Multi-Player', 'MMO', 'Online Co-op', 'In-App Purchases', 'Partial Controller Support']","['Action', 'Massively Multiplayer', 'Racing']"
44,https://store.steampowered.com/bundle/4462/ARK_Survival_Evolved_Explorers_Edition/?snr=1_7_7_topsellers_150_2,$44.63 ,Ark Survival Evolved Explorers Edition,"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Includes level editor']","['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']"
45,https://store.steampowered.com/app/460950/Katana_ZERO/?snr=1_7_7_topsellers_150_2,$14.99 ,Katana ZERO,"['Single-player', 'Steam Achievements', 'Partial Controller Support']","['Action', 'Indie']"
46,https://store.steampowered.com/app/750920/Shadow_of_the_Tomb_Raider/?snr=1_7_7_topsellers_150_2,$29.99 ,Shadow of the Tomb Raider,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","['Action', 'Adventure']"
47,https://store.steampowered.com/app/252950/Rocket_League/?snr=1_7_7_topsellers_150_2,$11.99 ,Rocket League,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats']","['Action', 'Indie', 'Racing', 'Sports']"
48,https://store.steampowered.com/app/787860/Farming_Simulator_19/?snr=1_7_7_topsellers_150_2,$34.99 ,Farming Simulator 19,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",['Simulation']
49,https://store.steampowered.com/app/275850/No_Mans_Sky/?snr=1_7_7_topsellers_150_2,$59.99 ,No Man's Sky,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Action', 'Adventure']"
50,https://store.steampowered.com/app/940220/A_Hat_in_Time__Nyakuza_Metro__Online_Party/?snr=1_7_7_topsellers_150_2,$6.99 ,A Hat in Time - Nyakuza Metro + Online Party,"['Single-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor']","['Adventure', 'Indie']"
51,https://store.steampowered.com/app/897670/Grim_Dawn__Forgotten_Gods_Expansion/?snr=1_7_7_topsellers_150_3,$15.99 ,Grim Dawn - Forgotten Gods Expansion,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","['Action', 'Adventure', 'Indie', 'RPG']"
52,https://store.steampowered.com/app/233860/Kenshi/?snr=1_7_7_topsellers_150_3,$29.99 ,Kenshi,"['Single-player', 'Steam Workshop', 'Includes level editor']","['Action', 'Indie', 'RPG', 'Simulation', 'Strategy']"
53,https://store.steampowered.com/app/965220/Total_War_WARHAMMER_II__The_Prophet__The_Warlock/?snr=1_7_7_topsellers_150_3,$8.99 ,Total War: WARHAMMER II - The Prophet & The Warlock,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements']","['Action', 'Strategy']"
54,https://store.steampowered.com/app/286160/Tabletop_Simulator/?snr=1_7_7_topsellers_150_3,$19.99 ,Tabletop Simulator,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'HTC Vive', 'Oculus Rift', 'Tracked Motion Controllers', 'Seated', 'Standing', 'Room-Scale']","['Casual', 'Indie', 'Simulation', 'Strategy', 'RPG]"
55,https://store.steampowered.com/sub/199943/?snr=1_7_7_topsellers_150_3,$59.99 ,Fallout 4: Game of the Year edition,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",['RPG']
56,https://store.steampowered.com/app/582380/FINAL_FANTASY_XIV_Stormblood/?snr=1_7_7_topsellers_150_3,$39.99 ,FINAL FANTASY XIV: Stormblood,"['Single-player', 'Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support']","['Massively Multiplayer', 'RPG']"
57,https://store.steampowered.com/app/306130/The_Elder_Scrolls_Online/?snr=1_7_7_topsellers_150_3,$19.99 ,The Elder Scrolls Online,"['MMO', 'Steam Trading Cards', 'Partial Controller Support']","['Massively Multiplayer', 'RPG']"
58,https://store.steampowered.com/app/251060/Wargame_Red_Dragon/?snr=1_7_7_topsellers_150_3,$7.50 ,Wargame: Red Dragon,"['Single-player', 'Multi-player', 'Steam Trading Cards', 'Steam Cloud']",['Strategy']
59,https://store.steampowered.com/app/779340/Total_War_THREE_KINGDOMS/?snr=1_7_7_topsellers_150_3,$59.99 ,Total War: THREE KINGDOMS,"['Single-player', 'Multi-player', 'Steam Achievements']","['Action', 'Strategy']"
60,https://store.steampowered.com/app/281990/Stellaris/?snr=1_7_7_topsellers_150_3,$39.99 ,Stellaris,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']","['Simulation', 'Strategy']"
61,https://store.steampowered.com/app/620980/Beat_Saber/?snr=1_7_7_topsellers_150_3,$19.99 ,Beat Saber,"['Single-player', 'Steam Leaderboards', 'HTC Vive', 'Oculus Rift', 'Windows Mixed Reality', 'Tracked Motion Controllers', 'Seated', 'Standing', 'Room-Scale']","['Indie', 'Early Acces']"
